Rank|Name|Sport|Wikipedia Page|Gender|Total Pay|Salary/Winnings|Endorsements|Country|Year|Date|Home|Winnings
89|Larry Fitzgerald|Football|http://en.wikipedia.org/wiki/Larry_Fitzgerald|Male|$18,500,000|$17,000,000|$1,500,000|United States|1983|31/08/1983|Minneapolis|191
3|LeBron James|Basketball|http://en.wikipedia.org/wiki/LeBron_James|Male|$72,300,000|$19,300,000|$53,000,000|United States|1984|30/12/1984|Akron, Ohio|203
19|Lewis Hamilton|Racing|http://en.wikipedia.org/wiki/Lewis_Hamilton|Male|$32,000,000|$29,000,000|$3,000,000|England|1985|07/01/1985|Stevenage, Hertfordshire, England, United Kingdom|174
41|Li Na|Tennis|http://en.wikipedia.org/wiki/Li_Na|Female|$23,600,000|$5,600,000|$18,000,000|China|1982|26/02/1982|Wuhan, Hubei, China|172
4|Lionel Messi|Soccer|http://en.wikipedia.org/wiki/Lionel_Messi|Male|$64,700,000|$41,700,000|$23,000,000|Argentina|1987|24/06/1987|Rosario, Santa Fe, Argentina|169
100|Luis Suárez|Soccer|http://en.wikipedia.org/wiki/Luis_Su%C3%A1rez|Male|$17,300,000|$13,300,000|$4,000,000|Uruguay|1987|24/01/1987|Salto, Uruguay|181
22|Mahendra Singh Dhoni|Cricket|http://en.wikipedia.org/wiki/Mahendra_Singh_Dhoni|Male|$30,000,000|$4,000,000|$26,000,000|India|1981|07/07/1981|Ranchi, Bihar, India|175
34|Maria Sharapova|Tennis|http://en.wikipedia.org/wiki/Maria_Sharapova|Female|$24,400,000|$2,400,000|$22,000,000|Russia|1987|19/04/1987|Nyagan, Russia|188
50|Mark Teixeira|Baseball|http://en.wikipedia.org/wiki/Mark_Teixeira|Male|$22,700,000|$22,500,000|$200,000|United States|1980|11/04/1980|Annapolis, Maryland|191
51|Matt Kemp|Baseball|http://en.wikipedia.org/wiki/Matt_Kemp|Male|$22,600,000|$21,800,000|$800,000|United States|1984|23/09/1984|Midwest City, Oklahoma|193
10|Matt Ryan|Football|http://en.wikipedia.org/wiki/Matt_Ryan|Male|$43,800,000|$42,000,000|$1,800,000|United States|1985|17/05/1985|Exton, Pennsylvania, United States|193
75|Matt Cain|Baseball|http://en.wikipedia.org/wiki/Matt_Cain|Male|$20,400,000|$20,000,000|$400,000|United States|1984|1/10/1984|Dothan, Alabama|190
75|Matt Cain|Baseball|http://en.wikipedia.org/wiki/Matt_Cain|Male|$20,400,000|$20,000,000|$400,000|United States|1978|13/05/1978|Las Vegas Valley, Nevada, United States|188
75|Matt Cain|Baseball|http://en.wikipedia.org/wiki/Matt_Cain|Male|$20,400,000|$20,300,000|$100,000|United States|1984|1/10/1984|Dothan, Alabama|190
75|Matt Cain|Baseball|http://en.wikipedia.org/wiki/Matt_Cain|Male|$20,400,000|$20,300,000|$100,000|United States|1978|13/05/1978|Las Vegas Valley, Nevada, United States|188
99|Matt Holliday|Baseball|http://en.wikipedia.org/wiki/Matt_Holliday|Male|$17,400,000|$17,200,000|$200,000|United States|1980|15/01/1980|Stillwater, Oklahoma|193
89|Mesut Özil|Soccer|http://en.wikipedia.org/wiki/Mesut_%C3%96zil|Male|$18,500,000|$12,500,000|$6,000,000|Germany|1988|15/10/1988|Gelsenkirchen, Germany|181
89|Mesut Özil|Soccer|http://en.wikipedia.org/wiki/Mesut_%C3%96zil|Male|$18,500,000|$12,500,000|$6,000,000|United States|1983|31/08/1983|Minneapolis|191
89|Mesut Özil|Soccer|http://en.wikipedia.org/wiki/Mesut_%C3%96zil|Male|$18,500,000|$17,000,000|$1,500,000|Germany|1988|15/10/1988|Gelsenkirchen, Germany|181
89|Mesut Özil|Soccer|http://en.wikipedia.org/wiki/Mesut_%C3%96zil|Male|$18,500,000|$17,000,000|$1,500,000|United States|1983|31/08/1983|Minneapolis|191
16|Neymar|Soccer|http://en.wikipedia.org/wiki/Neymar|Male|$33,600,000|$17,600,000|$16,000,000|Brazil|1992|05/02/1992|Mogi das Cruzes, Brazil|175
17|Novak Djokovic|Tennis|http://en.wikipedia.org/wiki/Novak_Djokovic|Male|$33,100,000|$12,100,000|$21,000,000|Serbia|1987|22/05/1987|Belgrade, Serbia|188
57|Pau Gasol|Basketball|http://en.wikipedia.org/wiki/Pau_Gasol|Male|$21,800,000|$19,300,000|$2,500,000|Spain|1980|06/07/1980|Barcelona, Spain|213
57|Pau Gasol|Basketball|http://en.wikipedia.org/wiki/Pau_Gasol|Male|$21,800,000|$19,300,000|$2,500,000|United States|1984|24/03/1984|Dallas, Texas, United States|211
57|Pau Gasol|Basketball|http://en.wikipedia.org/wiki/Pau_Gasol|Male|$21,800,000|$19,300,000|$2,500,000|Spain|1980|06/07/1980|Barcelona, Spain|213
57|Pau Gasol|Basketball|http://en.wikipedia.org/wiki/Pau_Gasol|Male|$21,800,000|$19,300,000|$2,500,000|United States|1984|24/03/1984|Dallas, Texas, United States|211
26|Peyton Manning|Football|http://en.wikipedia.org/wiki/Peyton_Manning|Male|$27,100,000|$15,100,000|$12,000,000|United States|1976|24/03/1976|New Orleans|196
8|Phil Mickelson|Golf|http://en.wikipedia.org/wiki/Phil_Mickelson|Male|$53,200,000|$5,200,000|$48,000,000|United States|1970|16/06/1970|San Diego, California, United States|190
39|Prince Fielder|Baseball|http://en.wikipedia.org/wiki/Prince_Fielder|Male|$23,900,000|$23,500,000|$400,000|United States|1984|09/05/1984|Ontario, California|183
15|Radamel Falcao|Soccer|http://en.wikipedia.org/wiki/Radamel_Falcao|Male|$35,400,000|$32,400,000|$3,000,000|Colombia|1986|10/02/1986|Santa Marta, Colombia|177
9|Rafael Nadal|Tennis|http://en.wikipedia.org/wiki/Rafael_Nadal|Male|$44,500,000|$14,500,000|$30,000,000|Spain|1986|03/06/1986|Manacor, Balearic Islands, Spain|185
28|Dale Earnhardt Jr.|Racing|http://en.wikipedia.org/wiki/Dale_Earnhardt,_Jr.|Male|$25,900,000|$14,900,000|$11,000,000|United States|1974|10/10/1974|Kannapolis, North Carolina, United States|165
81|Robin van Persie|Soccer|http://en.wikipedia.org/wiki/Robin_van_Persie|Male|$19,500,000|$16,500,000|$3,000,000|Netherlands|1983|06/08/1983|Rotterdam, Netherlands|183
60|Robinson Cano|Baseball|http://en.wikipedia.org/wiki/Robinson_Cano|Male|$21,500,000|$18,000,000|$3,500,000|Dominican Republic|1982|22/11/1982|San Pedro de Macorís, Dominican Republic|183
60|Robinson Cano|Baseball|http://en.wikipedia.org/wiki/Robinson_Cano|Male|$21,500,000|$18,000,000|$3,500,000|United States|1982|08/05/1982|San Diego, California, United States|188
60|Robinson Cano|Baseball|http://en.wikipedia.org/wiki/Robinson_Cano|Male|$21,500,000|$21,100,000|$400,000|Dominican Republic|1982|22/11/1982|San Pedro de Macorís, Dominican Republic|183
60|Robinson Cano|Baseball|http://en.wikipedia.org/wiki/Robinson_Cano|Male|$21,500,000|$21,100,000|$400,000|United States|1982|08/05/1982|San Diego, California, United States|188
7|Roger Federer|Tennis|http://en.wikipedia.org/wiki/Roger_Federer|Male|$56,200,000|$4,200,000|$52,000,000|Switzerland|1981|08/08/1981|Basel, Switzerland|183
35|Rory McIlroy|Golf|http://en.wikipedia.org/wiki/Rory_McIlroy|Male|$24,300,000|$4,300,000|$20,000,000|Northern Ireland|1989|04/05/1989|County Down, Northern Ireland, United Kingdom|175
35|Rory McIlroy|Golf|http://en.wikipedia.org/wiki/Rory_McIlroy|Male|$24,300,000|$4,300,000|$20,000,000|United States|1974|26/06/1974|Pequannock Township, New Jersey|190
35|Rory McIlroy|Golf|http://en.wikipedia.org/wiki/Rory_McIlroy|Male|$24,300,000|$15,300,000|$9,000,000|Northern Ireland|1989|04/05/1989|County Down, Northern Ireland, United Kingdom|175
35|Rory McIlroy|Golf|http://en.wikipedia.org/wiki/Rory_McIlroy|Male|$24,300,000|$15,300,000|$9,000,000|United States|1974|26/06/1974|Pequannock Township, New Jersey|190
88|Rudy Gay|Basketball|http://en.wikipedia.org/wiki/Rudy_Gay|Male|$18,600,000|$17,900,000|$700,000|United States|1986|17/08/1986|Baltimore|203
82|Russell Westbrook|Basketball|http://en.wikipedia.org/wiki/Russell_Westbrook|Male|$19,200,000|$14,700,000|$4,500,000|United States|1988|12/11/1988|Long Beach, California|191
53|Ryan Howard|Baseball|http://en.wikipedia.org/wiki/Ryan_Howard|Male|$22,400,000|$21,700,000|$700,000|United States|1979|19/11/1979|St. Louis|193
53|Ryan Howard|Baseball|http://en.wikipedia.org/wiki/Ryan_Howard|Male|$22,400,000|$21,700,000|$700,000|United States|1988|28/03/1988|Pembroke Pines, Florida, United States|185
53|Ryan Howard|Baseball|http://en.wikipedia.org/wiki/Ryan_Howard|Male|$22,350,000|$22,300,000|$50,000|United States|1979|19/11/1979|St. Louis|193
53|Ryan Howard|Baseball|http://en.wikipedia.org/wiki/Ryan_Howard|Male|$22,350,000|$22,300,000|$50,000|United States|1988|28/03/1988|Pembroke Pines, Florida, United States|185
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$19,500,000|$1,500,000|Mexico|1990|18/07/1990|Guadalajara, Jalisco, Mexico|180
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$19,500,000|$1,500,000|United States|1981|03/01/1981|New Orleans, Louisiana, United States|193
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$19,500,000|$1,500,000|United States|1979|15/01/1979|Austin, Texas|183
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$13,500,000|$7,500,000|Mexico|1990|18/07/1990|Guadalajara, Jalisco, Mexico|180
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$13,500,000|$7,500,000|United States|1981|03/01/1981|New Orleans, Louisiana, United States|193
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$13,500,000|$7,500,000|United States|1979|15/01/1979|Austin, Texas|183
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$10,000,000|$11,000,000|Mexico|1990|18/07/1990|Guadalajara, Jalisco, Mexico|180
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$10,000,000|$11,000,000|United States|1981|03/01/1981|New Orleans, Louisiana, United States|193
66|Canelo Alvarez|Boxing|http://en.wikipedia.org/wiki/Canelo_Alvarez|Male|$21,000,000|$10,000,000|$11,000,000|United States|1979|15/01/1979|Austin, Texas|183
83|Sebastian Vettel|Racing|http://en.wikipedia.org/wiki/Sebastian_Vettel|Male|$19,000,000|$18,000,000|$1,000,000|Germany|1987|03/07/1987|Heppenheim, Hesse, Germany|176
55|Serena Williams|Tennis|http://en.wikipedia.org/wiki/Serena_Williams|Female|$22,000,000|$11,000,000|$11,000,000|United States|1981|26/09/1981|Saginaw, Michigan, United States|175
55|Serena Williams|Tennis|http://en.wikipedia.org/wiki/Serena_Williams|Female|$22,000,000|$11,000,000|$11,000,000|United States|1983|2/12/1983|Chico, California, United States|188
55|Serena Williams|Tennis|http://en.wikipedia.org/wiki/Serena_Williams|Female|$22,000,000|$14,500,000|$7,500,000|United States|1981|26/09/1981|Saginaw, Michigan, United States|175
55|Serena Williams|Tennis|http://en.wikipedia.org/wiki/Serena_Williams|Female|$22,000,000|$14,500,000|$7,500,000|United States|1983|2/12/1983|Chico, California, United States|188
44|Sergio Agüero|Soccer|http://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero|Male|$23,300,000|$18,300,000|$5,000,000|Argentina|1988|02/06/1988|Buenos Aires|173
86|Steven Gerrard|Soccer|http://en.wikipedia.org/wiki/Steven_Gerrard|Male|$18,700,000|$13,200,000|$5,500,000|England|1980|30/05/1980|Whiston, Merseyside, England, United States|183
86|Steven Gerrard|Soccer|http://en.wikipedia.org/wiki/Steven_Gerrard|Male|$18,700,000|$13,200,000|$5,500,000|United States|1971|04/08/1971|Vallejo, California, United States|150
86|Steven Gerrard|Soccer|http://en.wikipedia.org/wiki/Steven_Gerrard|Male|$18,700,000|$13,700,000|$5,000,000|England|1980|30/05/1980|Whiston, Merseyside, England, United States|183
86|Steven Gerrard|Soccer|http://en.wikipedia.org/wiki/Steven_Gerrard|Male|$18,700,000|$13,700,000|$5,000,000|United States|1971|04/08/1971|Vallejo, California, United States|150
96|Terrell Suggs|Football|http://en.wikipedia.org/wiki/Terrell_Suggs|Male|$17,600,000|$17,400,000|$200,000|United States|1982|11/10/1982|Minneapolis, Minnesota, United States|191
73|Tim Lincecum|Baseball|http://en.wikipedia.org/wiki/Tim_Lincecum|Male|$20,550,000|$20,300,000|$250,000|United States|1984|15/06/1984|Bellevue, Washington|180
45|Usain Bolt|Track|http://en.wikipedia.org/wiki/Usain_Bolt|Male|$23,200,000|$200,000|$23,000,000|Jamaica|1986|21/08/1986|Trelawny Parish, Jamaica|196
45|Usain Bolt|Track|http://en.wikipedia.org/wiki/Usain_Bolt|Male|$23,200,000|$200,000|$23,000,000|Germany|1978|19/06/1978|West Germany, Würzburg|213
45|Usain Bolt|Track|http://en.wikipedia.org/wiki/Usain_Bolt|Male|$23,200,000|$22,700,000|$500,000|Jamaica|1986|21/08/1986|Trelawny Parish, Jamaica|196
45|Usain Bolt|Track|http://en.wikipedia.org/wiki/Usain_Bolt|Male|$23,200,000|$22,700,000|$500,000|Germany|1978|19/06/1978|West Germany, Würzburg|213
65|Vernon Wells|Baseball|http://en.wikipedia.org/wiki/Vernon_Wells|Male|$21,100,000|$21,000,000|$100,000|United States|1978|8/12/1978|Shreveport, Louisiana|185
43|Wayne Rooney|Soccer|http://en.wikipedia.org/wiki/Wayne_Rooney|Male|$23,400,000|$18,400,000|$5,000,000|England|1985|24/10/1985|Croxteth, Liverpool, England, United Kingdom|176
25|Wladimir Klitschko|Boxing|http://en.wikipedia.org/wiki/Wladimir_Klitschko|Male|$28,000,000|$24,000,000|$4,000,000|Ukraine|1976|25/03/1976|Kazakhstan|198
84|Zach Randolph|Basketball|http://en.wikipedia.org/wiki/Zach_Randolph|Male|$18,800,000|$18,300,000|$500,000|United States|1981|16/07/1981|Marion, Indiana|206
84|Zach Randolph|Basketball|http://en.wikipedia.org/wiki/Zach_Randolph|Male|$18,800,000|$18,300,000|$500,000|United States|1989|28/02/1989|North Charleston, South Carolina|198
84|Zach Randolph|Basketball|http://en.wikipedia.org/wiki/Zach_Randolph|Male|$18,750,000|$18,700,000|$50,000|United States|1981|16/07/1981|Marion, Indiana|206
84|Zach Randolph|Basketball|http://en.wikipedia.org/wiki/Zach_Randolph|Male|$18,750,000|$18,700,000|$50,000|United States|1989|28/02/1989|North Charleston, South Carolina|198
12|Zlatan Ibrahimović|Soccer|http://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87|Male|$40,400,000|$36,400,000|$4,000,000|Sweden|1981|3/10/1981|Malmö, Sweden|195
2|Cristiano Ronaldo|Soccer|http://en.wikipedia.org/wiki/Cristiano_Ronaldo|Male|$80,000,000|$52,000,000|$28,000,000|Portugal|1985|05/02/1985|Funchal, Madeira, Portugal|185
